barcode,tool_type,description
1139,Org Hardhat,White
1140,Org Hardhat,White
1141,Org Hardhat,White
1142,Org Hardhat,White
1143,Org Hardhat,White
1144,Org Hardhat,White
1145,Org Hardhat,White
1146,Org Hardhat,White
1147,Org Hardhat,White
1148,Org Hardhat,White
1149,Org Hardhat,White
1150,Org Hardhat,White
1151,Org Hardhat,White
1152,Org Hardhat,White
1153,Org Hardhat,White
1154,Org Hardhat,White
1155,Org Hardhat,White
1156,Org Hardhat,White
1157,Org Hardhat,White
1158,Org Hardhat,White
1159,Org Hardhat,White
1160,Org Hardhat,White
1161,Org Hardhat,White
1162,Org Hardhat,White
1163,Org Hardhat,White
1164,Org Hardhat,White
1165,Org Hardhat,White
1166,Org Hardhat,White
1167,Org Hardhat,White
1168,Org Hardhat,White
1169,Org Hardhat,White
1170,Org Hardhat,White
1171,Org Hardhat,White
1172,Org Hardhat,White
1173,Org Hardhat,White
1174,Org Hardhat,White
1175,Org Hardhat,White
1176,Org Hardhat,White
1177,Org Hardhat,White
1178,Org Hardhat,White
1179,Org Hardhat,White
1180,Org Hardhat,White
1181,Org Hardhat,White
1182,Org Hardhat,White
1183,Org Hardhat,White
1184,Org Hardhat,White
1185,Org Hardhat,White
1186,Org Hardhat,White
1187,Org Hardhat,White
1188,Org Hardhat,White
1189,Org Hardhat,White
1190,Org Hardhat,White
1191,Org Hardhat,White
1192,Org Hardhat,White
1193,Org Hardhat,White
1194,Org Hardhat,White
1195,Org Hardhat,White
1196,Org Hardhat,White
1197,Org Hardhat,White
1198,Org Hardhat,White
1199,Org Hardhat,White
1200,Org Hardhat,White
1201,Org Hardhat,White
1202,Org Hardhat,White
1203,Org Hardhat,White
1204,Org Hardhat,White
1205,Org Hardhat,White
1206,Org Hardhat,White
1207,Org Hardhat,White
1208,Org Hardhat,White
1209,Org Hardhat,White
1210,Org Hardhat,White
1211,Org Hardhat,White
1212,Org Hardhat,White
1213,Org Hardhat,White
1214,Org Hardhat,White
1215,Org Hardhat,White
1216,Org Hardhat,White
1217,Org Hardhat,White
1218,Org Hardhat,White
1219,Org Hardhat,White
1220,Org Hardhat,White
1221,Org Hardhat,White
1222,Org Hardhat,White
1223,Org Hardhat,White
1224,Org Hardhat,White
1225,Org Hardhat,White
1226,Org Hardhat,White
1227,Org Hardhat,White
1228,Org Hardhat,White
1229,Org Hardhat,White
1230,Org Hardhat,White
1231,Org Hardhat,White
1232,Org Hardhat,White
1233,Org Hardhat,White
1234,Org Hardhat,White
1235,Org Hardhat,White
1236,Org Hardhat,White
1237,Org Hardhat,White
1238,Org Hardhat,White
1239,Org Hardhat,White
1240,Org Hardhat,White
1241,Drill,DeWalt 9.6v
1242,Org Hardhat,White
1243,Org Hardhat,White
1244,Org Hardhat,White
1245,Org Hardhat,White
1246,Org Hardhat,White
1247,Org Hardhat,White
1248,Org Hardhat,White
1249,Org Hardhat,White
1250,Org Hardhat,White
1251,Org Hardhat,White
1252,Org Hardhat,White
1253,Org Hardhat,White
1254,Org Hardhat,White
1255,Org Hardhat,White
1256,Org Hardhat,White
1257,Org Hardhat,White
1258,Org Hardhat,White
1259,Org Hardhat,White
1260,Org Hardhat,White
1261,Org Hardhat,White
1262,Org Hardhat,White
1263,Org Hardhat,White
1264,Org Hardhat,White
1265,Org Hardhat,White
1266,Org Hardhat,White
1267,Org Hardhat,White
1268,Org Hardhat,White
1269,Org Hardhat,White
1270,Org Hardhat,White
1271,Org Hardhat,White
1272,Org Hardhat,White
1273,Org Hardhat,White
1274,Org Hardhat,White
1275,Org Hardhat,White
1276,Org Hardhat,White
1277,Org Hardhat,White
1278,Org Hardhat,White
1279,Org Hardhat,White
1280,Org Hardhat,White
1281,Org Hardhat,White
1282,Org Hardhat,White
1283,Org Hardhat,White
1284,Org Hardhat,White
1285,Org Hardhat,White
1286,Org Hardhat,White
1287,Org Hardhat,White
1288,Org Hardhat,White
1289,Org Hardhat,White
1290,Org Hardhat,White
1291,Org Hardhat,White
1292,Org Hardhat,White
1293,Org Hardhat,White
1294,Org Hardhat,White
1295,Org Hardhat,White
1296,Org Hardhat,White
1297,Org Hardhat,White
1298,Org Hardhat,White
1299,Org Hardhat,White
1300,Org Hardhat,White
1301,Org Hardhat,White
1302,Org Hardhat,White
1303,Org Hardhat,White
1304,Org Hardhat,White
1305,Org Hardhat,White
1306,Org Hardhat,White
1307,Org Hardhat,White
1308,Org Hardhat,White
1309,Org Hardhat,White
1310,Org Hardhat,White
1311,Org Hardhat,White
1312,Org Hardhat,White
1313,Org Hardhat,White
1314,Org Hardhat,White
1315,Org Hardhat,White
1316,Org Hardhat,White
1317,Org Hardhat,White
1318,Org Hardhat,White
1319,Org Hardhat,White
1320,Org Hardhat,White
1321,Org Hardhat,White
1322,Org Hardhat,White
1323,Org Hardhat,White
1324,Org Hardhat,White
1325,Org Hardhat,White
1326,Org Hardhat,White
1327,Org Hardhat,White
1328,Org Hardhat,White
1329,Org Hardhat,White
1330,Org Hardhat,White
1331,Org Hardhat,White
1332,Org Hardhat,White
1333,Org Hardhat,White
1334,SCC Hardhat,Blue
1335,Org Hardhat,White
1336,SCC Hardhat,Blue
1337,SCC Hardhat,Blue
1338,SCC Hardhat,Blue
1339,SCC Hardhat,Blue
1340,SCC Hardhat,Blue
1341,SCC Hardhat,Blue
1342,SCC Hardhat,Blue
1343,SCC Hardhat,Blue
1344,SCC Hardhat,Blue
1345,SCC Hardhat,Blue
1346,SCC Hardhat,Blue
1347,Org Hardhat,White
1348,Org Hardhat,White
1349,Org Hardhat,White
1350,Org Hardhat,White
1351,Org Hardhat,White
1352,Org Hardhat,White
1353,Org Hardhat,White
1354,Org Hardhat,White
1355,Org Hardhat,White
1356,Org Hardhat,White
1357,Org Hardhat,White
1358,Org Hardhat,White
1359,Org Hardhat,White
1360,Org Hardhat,White
1361,Org Hardhat,White
1362,Org Hardhat,White
1363,SCC Hardhat,Blue
1364,SCC Hardhat,Blue
1365,SCC Hardhat,Blue
1366,SCC Hardhat,Blue
1367,SCC Hardhat,Blue
1368,SCC Hardhat,Blue
1369,SCC Hardhat,Blue
1370,SCC Hardhat,Blue
1371,SCC Hardhat,Blue
1372,SCC Hardhat,Blue
1373,SCC Hardhat,Blue
1374,SCC Hardhat,Blue
1375,SCC Hardhat,Blue
1376,SCC Hardhat,Blue
1377,SCC Hardhat,Blue
1378,SCC Hardhat,Blue
1379,Org Hardhat,White
1380,Hot Glue Gun,Arrow ElectroMatic
1381,Power Strip,6 Outlet
1382,Tape Measure,30' Stanley LeverLock
1384,Drill Battery,DeWalt 9.6v
1385,Org Hardhat,White
1386,Org Hardhat,White
1387,Org Hardhat,White
1388,Org Hardhat,White
1389,Org Hardhat,White
1390,Org Hardhat,White
1391,Org Hardhat,White
1392,Org Hardhat,White
1393,Org Hardhat,White
1394,Org Hardhat,White
1395,Org Hardhat,White
1396,Org Hardhat,White
1397,Org Hardhat,White
1398,Org Hardhat,White
1399,Org Hardhat,White
1400,Org Hardhat,White
1401,Org Hardhat,White
1402,Org Hardhat,White
1403,Org Hardhat,White
1404,Org Hardhat,White
1405,Org Hardhat,White
1406,Org Hardhat,White
1407,Org Hardhat,White
1408,Org Hardhat,White
1409,Org Hardhat,White
1410,Org Hardhat,White
1411,Org Hardhat,White
1412,Org Hardhat,White
1413,Org Hardhat,White
1414,Org Hardhat,White
1415,Org Hardhat,White
1416,Org Hardhat,White
1417,Org Hardhat,White
1418,Org Hardhat,White
1419,Org Hardhat,White
1420,Org Hardhat,White
1421,Org Hardhat,White
1422,Org Hardhat,White
1423,Org Hardhat,White
1424,Org Hardhat,White
1425,Org Hardhat,White
1426,Org Hardhat,White
1427,Org Hardhat,White
1428,Org Hardhat,White
1429,Org Hardhat,White
1430,Org Hardhat,White
1431,Org Hardhat,White
1432,Org Hardhat,White
1433,Org Hardhat,White
1434,Org Hardhat,White
1435,Org Hardhat,White
1436,Org Hardhat,White
1437,Org Hardhat,White
1438,Org Hardhat,White
1439,Org Hardhat,White
1440,Org Hardhat,White
1441,Org Hardhat,White
1442,Org Hardhat,White
1443,Org Hardhat,White
1444,Org Hardhat,White
1445,Org Hardhat,White
1446,Org Hardhat,White
1447,Org Hardhat,White
1448,Org Hardhat,White
1449,Org Hardhat,White
1450,Tape Measure,25' Yellow
1451,Tape Gun,Red
1452,Reel Tape Measure,300' Yellow
1453,Reel Tape Measure,300' Black
1454,Reel Tape Measure,200' Orange
1455,SCC Hardhat,Blue
1456,Org Hardhat,White
1457,Org Hardhat,White
1458,Org Hardhat,White
1459,Org Hardhat,White
1460,Org Hardhat,White
1461,Org Hardhat,White
1462,Org Hardhat,White
1463,Org Hardhat,White
1464,Org Hardhat,White
1465,Org Hardhat,White
1466,Org Hardhat,White
1467,Org Hardhat,White
1468,Org Hardhat,White
1469,Org Hardhat,White
1470,EHS Hardhat,Neon Yellow
1471,EHS Hardhat,Neon Yellow
1472,Org Hardhat,White
1473,Org Hardhat,White
1474,Org Hardhat,White
1475,Org Hardhat,White
1476,Org Hardhat,White
1477,Org Hardhat,White
1478,Org Hardhat,White
1479,Org Hardhat,White
1480,Org Hardhat,White
1481,Org Hardhat,White
1482,Org Hardhat,White
1483,Org Hardhat,White
1484,Org Hardhat,White
1485,Org Hardhat,White
1486,Org Hardhat,White
1487,Org Hardhat,White
1488,Org Hardhat,White
1489,Org Hardhat,White
1490,Org Hardhat,White
1491,Org Hardhat,White
1492,Org Hardhat,White
1493,Org Hardhat,White
1494,Org Hardhat,White
1495,Org Hardhat,White
1496,Org Hardhat,White
1497,Org Hardhat,White
1498,Org Hardhat,White
1499,Org Hardhat,White
1500,Org Hardhat,White
1501,Org Hardhat,White
1502,Org Hardhat,White
1503,Org Hardhat,White
1504,Org Hardhat,White
1505,Org Hardhat,White
1506,Org Hardhat,White
1507,Org Hardhat,White
1508,Org Hardhat,White
1509,Org Hardhat,White
1510,Org Hardhat,White
1511,Org Hardhat,White
1512,Org Hardhat,White
1513,Org Hardhat,White
1514,Org Hardhat,White
1515,Org Hardhat,White
1516,Org Hardhat,White
1517,Org Hardhat,White
1518,Org Hardhat,White
1519,Org Hardhat,White
1520,Org Hardhat,White
1521,Org Hardhat,White
1522,Org Hardhat,White
1523,Org Hardhat,White
1524,Org Hardhat,White
1525,Org Hardhat,White
1526,EHS Hardhat,Neon Yellow
1527,EHS Hardhat,Neon Yellow
1528,EHS Hardhat,Neon Yellow
1529,SCC Hardhat,Blue
1530,SCC Hardhat,Blue
1531,SCC Hardhat,Blue
1532,SCC Hardhat,Blue
1533,SCC Hardhat,Blue
1534,SCC Hardhat,Blue
1535,SCC Hardhat,Blue
1536,SCC Hardhat,Blue
1537,SCC Hardhat,Blue
1538,SCC Hardhat,White
1539,Org Hardhat,White
1540,SCC Hardhat,Blue
1541,SCC Hardhat,Blue
1542,Org Hardhat,White
1543,SCC Hardhat,Blue
1544,Org Hardhat,White
1545,Org Hardhat,White
1546,Broom,Push Broom
1547,Broom,Push Broom
1548,Broom,Push Broom
1549,Broom,Push Broom
1550,Miter Saw,DeWalt
1551,Broom,
1552,Dustpan,
1553,Dustpan,Silver
1554,Dustpan,Black
1556,Level,4' Yellow
1557,Level,4' Yellow
1558,Level,4' Red
1559,Level,4' Yellow
1560,Level,4' Yellow
1561,Level,4' Metal
1562,Level,4' Metal
1563,Level,4' Metal
1564,Level,2' Yellow
1565,SCC Hardhat,Blue
1566,SCC Hardhat,Blue
1567,SCC Hardhat,Blue
1568,EHS Hardhat,Neon Yellow
1569,EHS Hardhat,Neon Yellow
1570,EHS Hardhat,Neon Yellow
1571,EHS Hardhat,Neon Yellow
1572,EHS Hardhat,Neon Yellow
1573,EHS Hardhat,Neon Yellow
1574,EHS Hardhat,Neon Yellow
1575,EHS Hardhat,Neon Yellow
1576,EHS Hardhat,Neon Yellow
1577,EHS Hardhat,Neon Yellow
1578,EHS Hardhat,Neon Yellow
1579,EHS Hardhat,Neon Yellow
1580,EHS Hardhat,Neon Yellow
1581,EHS Hardhat,Neon Yellow
1582,EHS Hardhat,Neon Yellow
1583,EHS Hardhat,Neon Yellow
1584,Circular Saw,Milwakee
1586,Drill,DeWalt 18v
1587,Drill Battery,DeWalt 18v
1588,Drill Battery,DeWalt 18v
1589,Drill,DeWalt 18v
1590,Drill Battery,DeWalt 18v
1591,Drill,DeWalt 18v
1592,Drill Battery,DeWalt 18v
1593,Drill Battery,DeWalt 18v
1594,Drill Battery,DeWalt 18v
1595,Drill,DeWalt 18v
1596,Drill,DeWalt 18v
1597,Drill Battery,DeWalt 18v
1598,Drill Battery,DeWalt 18v
1599,Drill Battery,DeWalt 18v
1600,Drill Battery,DeWalt 18v
1601,Drill,DeWalt 18v
1602,Drill,DeWalt 18v
1603,Drill Battery,DeWalt 18v
1604,Drill Battery,DeWalt 18v
1605,Paint Sprayer,Wagner
1606,Paint Sprayer,Wagner
1607,Light,"Clip on, Metal shade"
1608,Light,"Clip on, Metal shade"
1609,Light,"Clip on, Metal shade"
1610,Light,Yellow Trouble Light
1611,Power Strip,6 Outlet
1612,Power Strip,"3-Outlet, Orange & Black"
1613,Power Strip,"6-Outlet, Black"
1614,Extension Cord,6' Black
1615,Jigsaw,"Porter-Cable, Gray"
1616,Jigsaw,"Porter-Cable, Gray"
1617,Jigsaw,"Porter-Cable, Gray"
1618,Hammer,Wooden
1619,Hammer,Yellow & Black
1621,Chisel,
1622,Hammer,Yellow & Black
1623,Hammer,Red & Black
1624,Hand Saw,Wooden Handle
1625,Clamp,"Irwin, Small, Blue"
1626,Clamp,"Irwin, Small, Blue"
1627,Hand Saw,
1628,Hand Saw,
1629,Circular Saw,DeWalt
1630,Circular Saw,DeWalt
1631,Crowbar,
1632,Crowbar,
1633,Crowbar,
1634,Hammer,Yellow & Black
1635,Flashlight,Black
1636,Staple Gun,
1637,Staple Gun,
1638,Staple Gun,
1639,Clamp,"Irwin, Large, Blue"
1640,Clamp,"Irwin, Large, Blue"
1641,Caulk Gun,Blue
1642,Caulk Gun,Silver
1643,Caulk Gun,Blue
1644,Circular Saw,Skilsaw
1645,Sawzall,DeWalt
1646,Jigsaw,Black & Decker
1647,Jigsaw,DeWalt
1648,Staple Gun,
1649,Broom,Straw Broom
1650,Broom,Push Broom
1651,Staple Gun,"Arrow T-50, Silver"
1652,Staple Gun,"Arrow T-50, Silver"
1653,Hole Saw Set,
1654,Shop Vac,Orange
1655,Shop Vac,Orange
1656,Dustpan,Silver
1657,Booth Chair Hardhat,Red
1658,Booth Chair Hardhat,Red
1659,Booth Chair Hardhat,Red
1660,Booth Chair Hardhat,Red
1661,Booth Chair Hardhat,Red
1662,Booth Chair Hardhat,Red
1663,Booth Chair Hardhat,Red
1664,Booth Chair Hardhat,Red
1665,Booth Chair Hardhat,Red
1666,Booth Chair Hardhat,Red
1667,Booth Chair Hardhat,Red
1668,Org Hardhat,White
1669,Org Hardhat,White
1670,Org Hardhat,White
1671,Org Hardhat,White
1672,Org Hardhat,White
1673,Org Hardhat,White
1674,Org Hardhat,White
1675,Org Hardhat,White
1676,Org Hardhat,White
1677,Org Hardhat,White
1678,Org Hardhat,White
1679,Org Hardhat,White
1680,Org Hardhat,White
1681,Org Hardhat,White
1682,Org Hardhat,White
1683,Org Hardhat,White
1684,Org Hardhat,White
1685,Org Hardhat,White
1686,Org Hardhat,White
1687,Org Hardhat,White
1688,Booth Chair Hardhat,Red
1689,Booth Chair Hardhat,Red
1690,Booth Chair Hardhat,Red
1691,Booth Chair Hardhat,Red
1692,Booth Chair Hardhat,Red
1693,Booth Chair Hardhat,Red
1694,Booth Chair Hardhat,Red
1695,Booth Chair Hardhat,Red
1696,Booth Chair Hardhat,Red
1697,Booth Chair Hardhat,Red
1698,Booth Chair Hardhat,Red
1699,Booth Chair Hardhat,Red
1700,Booth Chair Hardhat,Red
1701,Booth Chair Hardhat,Red
1702,Booth Chair Hardhat,Red
1703,Booth Chair Hardhat,Red
1704,Booth Chair Hardhat,Red
1705,Booth Chair Hardhat,Red
1706,Booth Chair Hardhat,Red
1707,Booth Chair Hardhat,Red
1708,Booth Chair Hardhat,Red
1709,Booth Chair Hardhat,Red
1710,Booth Chair Hardhat,Red
1711,Booth Chair Hardhat,Red
1712,Booth Chair Hardhat,Red
1713,Booth Chair Hardhat,Red
1714,Booth Chair Hardhat,Red
1715,Booth Chair Hardhat,Red
1716,Booth Chair Hardhat,Red
1717,Booth Chair Hardhat,Red
1718,Booth Chair Hardhat,Red
1719,Booth Chair Hardhat,Red
1720,Booth Chair Hardhat,Red
1721,Booth Chair Hardhat,Red
1722,Booth Chair Hardhat,Red
1723,Booth Chair Hardhat,Red
1724,Booth Chair Hardhat,Red
1725,Booth Chair Hardhat,Red
1726,Booth Chair Hardhat,Red
1727,Booth Chair Hardhat,Red
1728,Booth Chair Hardhat,Red
1729,Booth Chair Hardhat,Red
1730,Booth Chair Hardhat,Red
1731,Booth Chair Hardhat,Red
1733,Booth Chair Hardhat,Red
1734,Booth Chair Hardhat,Red
1735,Booth Chair Hardhat,Red
1736,Booth Chair Hardhat,Red
1737,Booth Chair Hardhat,Red
1738,Booth Chair Hardhat,Red
1739,Booth Chair Hardhat,Red
1740,Booth Chair Hardhat,Red
1741,Booth Chair Hardhat,Red
1742,Booth Chair Hardhat,Red
1743,Booth Chair Hardhat,Red
1744,Booth Chair Hardhat,Red
1745,Booth Chair Hardhat,Red
1747,Booth Chair Hardhat,Red
1748,Booth Chair Hardhat,Red
1749,Booth Chair Hardhat,Red
1750,Booth Chair Hardhat,Red
1751,Booth Chair Hardhat,Red
1752,Circular Saw,DeWalt
1753,Drill Battery,DeWalt 18v
1754,Org Hardhat,White
1755,Org Hardhat,White
1756,Org Hardhat,White
1757,Org Hardhat,White
1758,Org Hardhat,White
1759,Org Hardhat,White
1760,Org Hardhat,White
1761,Org Hardhat,White
1762,Org Hardhat,White
1763,Org Hardhat,White
1764,Org Hardhat,White
1765,Org Hardhat,White
1766,Org Hardhat,White
1767,Org Hardhat,White
1768,Org Hardhat,White
1769,Org Hardhat,White
1770,Org Hardhat,White
1771,Org Hardhat,White
1772,Org Hardhat,White
1773,Org Hardhat,White
1774,Org Hardhat,White
1775,Org Hardhat,White
1776,Org Hardhat,White
1777,Org Hardhat,White
1778,Org Hardhat,White
1779,Org Hardhat,White
1780,Org Hardhat,White
1781,Org Hardhat,White
1782,Org Hardhat,White
1783,Org Hardhat,White
1784,Org Hardhat,White
1785,Org Hardhat,White
1786,Org Hardhat,White
1787,Org Hardhat,White
1788,Org Hardhat,White
1789,Org Hardhat,White
1790,Org Hardhat,White
1791,Org Hardhat,White
1792,Org Hardhat,White
1793,Org Hardhat,White
1794,Org Hardhat,White
1795,Org Hardhat,White
1796,Org Hardhat,White
1797,Org Hardhat,White
1798,Org Hardhat,White
1799,Org Hardhat,White
1800,Org Hardhat,White
1801,Org Hardhat,White
1802,Org Hardhat,White
1803,Org Hardhat,White
1804,Org Hardhat,White
1805,Org Hardhat,White
1806,Org Hardhat,White
1807,Org Hardhat,White
1808,Org Hardhat,White
1809,Org Hardhat,White
1810,Org Hardhat,White
1811,Org Hardhat,White
1812,Org Hardhat,White
1813,Org Hardhat,White
1814,Org Hardhat,White
1815,Org Hardhat,White
1816,Org Hardhat,White
1817,Org Hardhat,White
1818,Org Hardhat,White
1819,Org Hardhat,White
1820,Org Hardhat,White
1821,Org Hardhat,White
1822,Org Hardhat,White
1823,Org Hardhat,White
1824,Org Hardhat,White
1825,Org Hardhat,White
1826,Org Hardhat,White
1827,Org Hardhat,White
1828,Org Hardhat,White
1829,Org Hardhat,White
1830,Org Hardhat,White
1831,Org Hardhat,White
1832,Org Hardhat,White
1833,Org Hardhat,White
1834,Org Hardhat,White
1835,Org Hardhat,White
1836,Org Hardhat,White
1837,Org Hardhat,White
1838,Org Hardhat,White
1839,Org Hardhat,White
1840,Org Hardhat,White
1841,Org Hardhat,White
1842,Org Hardhat,White
1843,Org Hardhat,White
1844,Org Hardhat,White
1845,Org Hardhat,White
1846,Org Hardhat,White
1847,Org Hardhat,White
1848,Org Hardhat,White
1849,Org Hardhat,White
1850,Org Hardhat,White
1851,Org Hardhat,White
1852,Org Hardhat,White
1853,Org Hardhat,White
1854,Org Hardhat,White
1855,Org Hardhat,White
1856,Org Hardhat,White
1857,Org Hardhat,White
1858,Org Hardhat,White
1859,Org Hardhat,White
1860,Org Hardhat,White
1861,Ladder,6' Green
1862,Booth Chair Hardhat,Red
1863,Booth Chair Hardhat,Red
1864,Booth Chair Hardhat,Red
1865,Ladder,6' Yellow
1869,Socket Wrench Set,
1870,Pliers,
1871,Ladder,Silver Non-Extending
1872,Ladder,Silver Extension
1874,Scraper,
1875,Wire Strippers,
1876,Phillips Screwdriver,
1877,Drill Battery,DeWalt 18v
1878,Org Hardhat,White
1879,Broom,
1880,Org Hardhat,White
1881,SCC Radio,Motorola CP200
1883,Tape Measure,
1884,Vice Grips,
1887,Wire Strippers,
1888,Org Hardhat,White
1889,Org Hardhat,White
1890,Org Hardhat,White
1891,Org Hardhat,White
1892,Org Hardhat,White
1893,Org Hardhat,White
1894,Org Hardhat,White
1895,Sledgehammer,True Temper
1896,Wire Strippers,"Klein, Yellow"
1897,Ladder,Silver A-Frame Ladder
1898,Ladder,Orange
1899,Wire Strippers,
1900,Org Hardhat,White
1901,Org Hardhat,White
1902,Org Hardhat,White
1903,Org Hardhat,White
1904,Org Hardhat,White
1905,Org Hardhat,White
1906,Staple Gun,
1907,Staple Gun,
1908,Staple Gun,
1909,Org Hardhat,White
1910,Org Hardhat,White
1911,Org Hardhat,White
1912,Drill Battery,DeWalt 18v
1913,Drill Battery,DeWalt 18v
1914,Drill Battery,DeWalt 18v
1915,Drill,Dewalt 18v
1916,Drill Battery,Dewalt 18v
1918,SCC Hardhat,Blue
1919,SCC Hardhat,Blue
1920,SCC Hardhat,Blue
1921,SCC Hardhat,Blue
1922,SCC Hardhat,Blue
1923,SCC Hardhat,Blue
1924,SCC Hardhat,Blue
1925,SCC Hardhat,Blue
1926,SCC Hardhat,Blue
1927,Tape Measure,
1928,Drill,Dewalt 18v
1929,Phillips Screwdriver,Red & Black
1930,Phillips Screwdriver,Red & Black
1931,Phillips Screwdriver,Red & Black
1932,Phillips Screwdriver,Red & Black
1933,Phillips Screwdriver,Red & Black
1934,Phillips Screwdriver,Red & Black
1935,Phillips Screwdriver,Red & Black
1936,Phillips Screwdriver,Red & Black
1937,Phillips Screwdriver,Red & Black
1938,Flathead Screwdriver,Red & Black
1939,Phillips Screwdriver,Red & Black
1941,Phillips Screwdriver,Red & Black
1944,Phillips Screwdriver,"Task Force, Red & Black"
1945,Phillips Screwdriver,Red & Black
1946,Phillips Screwdriver,Red & Black
1947,Flathead Screwdriver,"Task Force, Red & Black"
1948,Phillips Screwdriver,Blue
1949,Phillips Screwdriver,Red & Black
1950,Phillips Screwdriver,Red & Black
1951,Flathead Screwdriver,"Task Force, Red & Black"
1952,Flathead Screwdriver,Red & Black
1953,Flathead Screwdriver,"Task Force, Red & Black"
1954,Flathead Screwdriver,Red & Black
1955,Robertson Screwdriver,Teal & Blue
1956,Flathead Screwdriver,Red & Blue
1957,Phillips Screwdriver,"Kobalt, Long, Blue"
1958,Flathead Screwdriver,"Long, Red & Blue"
1959,Flathead Screwdriver,"Mini, Red & Black"
1960,Flathead Screwdriver,"Kobalt, Red & Blue"
1961,Phillips Screwdriver,Blue
1962,Hex Screwdriver,Blue
1963,Pick,"Kobalt, Red"
1964,Pick,"Kobalt, Red"
1965,Pick,"Kobalt, Red"
1966,Flathead Screwdriver,"Mini, Red & Black"
1967,Phillips Screwdriver,"Mini, Red & Black"
1968,Hex Screwdriver,Blue
1969,Phillips Screwdriver,"Kobalt, Mini, Blue"
1970,Pick,"Kobalt, Red"
1971,Flathead Screwdriver,"Kobalt, Mini, Red"
1972,Phillips Screwdriver,"Mini, Blue"
1973,Flathead Screwdriver,"Kobalt, Mini, Red & Blue"
1974,Drill,Dewalt 18v
1975,Drill Battery,Dewalt 18v
1976,Drill,Dewalt 18v
1977,Drill Battery,Dewalt 18v
1978,Drill,Dewalt 18v
1979,Drill Battery,Dewalt 18v
1980,Drill Battery,Dewalt 18v
1981,Drill Battery,Dewalt 18v
1982,Drill,Dewalt 18v
1983,Drill Battery,Dewalt 18v
1984,Drill,Dewalt 18v
1985,Drill Battery,Dewalt 18v
1986,Drill Battery,Dewalt 18v
1987,Drill Battery,Dewalt 18v
1988,Drill,Dewalt 18v
1989,Drill Battery,Dewalt 18v
1990,Socket Wrench Set,Craftsman Black Box Set
1991,Wire Strippers,
1992,Wire Strippers,
1993,Wire Strippers,
1995,Phillips Screwdriver,"Mini, Red & Black"
1996,Flathead Screwdriver,"Kobalt, Mini, Red & Blue"
1997,Phillips Screwdriver,"Mini, Blue"
1999,Ruler,"2' Alvin, Silver, Bendy"
2001,Ladder,
2002,Square,"Swanson, Orange"
2003,Square,"Swanson, Orange"
2004,Square,"Swanson, Orange"
2005,Square,"Swanson, Orange"
2006,Square,"Swanson, Orange"
2007,Staple Gun,"Arrow T-50, Silver"
2009,Knife,Silver Stanley
2010,Lighter,
2011,Knife,Yellow Stanley
2012,Knife,Silver Stanley
2014,Flashlight,Big Black
2016,Drill Battery,Dewalt 18v
2017,Drill,Dewalt 18v
2018,Drill Battery,Dewalt 18v
2019,Drill Battery,Dewalt 18v
2020,Drill Battery,Dewalt 18v
2021,Drill Battery,Dewalt 18v
2022,Tape Measure,25'
2023,Drill Battery,Dewalt 18v
2024,Drill Battery,Dewalt 18v
2025,Drill Battery,Dewalt 18v
2026,Drill,Dewalt 18v
2027,Drill Battery,Dewalt 18v
2028,Drill Battery,Dewalt 18v
2029,Ladder,"8' Werner A-Frame, Orange"
2030,Ladder,"10' Werner A-Frame, Orange"
2031,SCC Hardhat,Blue
2032,Level,4' Red
2033,Light,"Clip on, Metal shade"
2034,Level,2' Red
2035,Drill Battery,Dewalt 18v
2036,Drill,Dewalt 18v
2037,Drill Battery,Dewalt 18v
2038,Drill,Dewalt 18v
2044,Ladder,"10' Werner A-Frame, Orange"
2045,Ladder,"8' Werner A-Frame, Orange"
2046,Brush,
2048,Brush,
2053,Ladder,
2054,Org Hardhat,White
2055,Org Hardhat,White
2056,Org Hardhat,White
2057,Org Hardhat,White
2058,Org Hardhat,White
2059,Org Hardhat,White
2060,Org Hardhat,White
2061,Org Hardhat,White
2062,Org Hardhat,White
2063,Org Hardhat,White
2064,Org Hardhat,White
2065,Org Hardhat,White
2066,Org Hardhat,White
2067,Org Hardhat,White
2068,Org Hardhat,White
2069,Org Hardhat,White
2070,Org Hardhat,White
2071,Org Hardhat,White
2072,Org Hardhat,White
2073,Booth Chair Hardhat,Red
2074,Org Hardhat,White
2075,Org Hardhat,White
2076,Org Hardhat,White
2077,Org Hardhat,White
2078,Org Hardhat,White
2079,Org Hardhat,White
2080,Clamp,"Irwin, Large, Blue"
2081,Clamp,"Irwin, Large, Blue"
2083,Clamp,"Irwin, Large, Blue"
2084,Clamp,"Irwin, Small, Blue"
2085,Clamp,"Irwin, Small, Blue"
2086,Clamp,"Irwin, Small, Blue"
2087,Clamp,"Irwin, Small, Blue"
2088,Clamp,"Irwin, Small, Blue"
2089,Clamp,"Irwin, Small, Blue"
2090,Square,"Swanson, Silver"
2091,Square,"Swanson, Silver"
2092,Square,"Swanson, Silver"
2093,Belt Sander,
2094,Level,4' Metal
2096,Caulk Gun,Giant
2097,Level,4' Red
2098,Level,4' Yellow
2099,Level,"Project Source, 1' Red"
2100,Level,"Project Source, 1' Red"
2101,Light,"Clip on, Metal shade"
2102,Light,
2103,Light,"Clip on, Metal shade"
2104,Level,"24' Task Force, Red"
2105,Clamp,Irwin
2107,Level,4' Red
2108,Org Hardhat,White
